Script,Sampling Frequency (Hz),Iteration,Execution Time (s),Peak Memory Usage (MiB),Average Memory Usage (MiB)
simulink,13572,67,18.580149173736572,2757.234375,2217.649980095541
simulink,13572,68,16.93412709236145,2763.90625,2185.4650135869565
simulink,13572,69,19.07699704170227,2734.71875,2201.881191037736
simulink,13572,70,18.301695108413696,2826.21875,2162.42875
simulink,13572,71,18.287140130996704,2789.671875,2251.921370967742
simulink,13572,72,18.581807136535645,2780.0,2216.76522943038
simulink,13572,73,19.8857638835907,2730.96875,2233.95321969697
simulink,13572,74,19.595630168914795,2765.984375,2186.5815217391305
simulink,13572,75,17.552958011627197,2845.796875,2193.1217447916665
simulink,13572,76,17.49839997291565,2710.578125,2222.245505136986
simulink,13572,77,16.32553505897522,2986.953125,2302.7028952205883
simulink,13572,78,18.17949104309082,2732.203125,2219.046772875817
simulink,13572,79,16.22753596305847,2755.09375,2256.4221047794117
simulink,13572,80,15.244009971618652,2712.640625,2222.9635416666665
simulink,13572,81,17.865137100219727,2782.171875,2187.076145833333
simulink,13572,82,17.203097820281982,2755.5,2230.6585445804194
simulink,13572,83,16.916680812835693,2826.390625,2262.1163563829787
simulink,13572,84,18.37753701210022,2774.21875,2213.5340544871797
simulink,13572,85,17.27151107788086,2734.359375,2160.9730603448274
simulink,13572,86,17.38174796104431,2768.015625,2234.8176369863013
simulink,13572,87,20.862685918807983,2710.09375,2192.813577586207
simulink,13572,88,18.92441415786743,2785.03125,2145.6375
simulink,13572,89,16.133223056793213,2781.8125,2228.1023787313434
simulink,13572,90,18.072845220565796,2754.625,2235.061376633987
simulink,13572,91,18.487555980682373,2785.28125,2203.7452313311687
simulink,13572,92,17.217650175094604,2785.625,2257.9578993055557
simulink,13572,93,18.112576007843018,2726.90625,2200.442775974026
simulink,13572,94,18.859885692596436,2777.5,2178.2881610576924
simulink,13572,95,17.947673082351685,2812.390625,2277.4578439597317
simulink,13572,96,17.259098052978516,2781.609375,2255.19536637931
simulink,13572,97,17.416272163391113,2932.84375,2334.156887755102
simulink,13572,98,18.744956016540527,2795.65625,2240.5296677215188
simulink,13572,99,18.33305597305298,2754.078125,2288.46772875817
simulink,13572,100,19.98165202140808,2766.609375,2211.835090361446
simulink,32373,1,20.798354148864746,2763.453125,2048.718386627907
simulink,32373,2,18.02235221862793,2835.671875,2279.4501241721855
simulink,32373,3,19.48890495300293,2779.90625,2205.5587842987807
simulink,32373,4,18.729106903076172,2786.65625,2215.6303742038217
simulink,32373,5,16.492969274520874,2761.796875,2214.9138914233577
simulink,32373,6,16.163336992263794,2762.25,2220.521599264706
simulink,32373,7,16.550320863723755,2797.75,2209.954144021739
simulink,32373,8,15.422565221786499,2748.640625,2276.295654296875
simulink,32373,9,16.67518377304077,2844.4375,2245.13657823741
simulink,32373,10,17.13183093070984,2904.296875,2333.219396551724
simulink,32373,11,18.62189483642578,2780.234375,2184.7319026898736
simulink,32373,12,18.395603895187378,2786.71875,2201.3133223684213
simulink,32373,13,16.92183208465576,2964.71875,2372.4018793706296
simulink,32373,14,16.777048110961914,2722.640625,2205.588320035461
simulink,32373,15,17.290137767791748,2810.109375,2271.805280172414
simulink,32373,16,16.55673599243164,2803.296875,2255.5917119565215
simulink,32373,17,18.45938992500305,2799.171875,2241.814390923567
simulink,32373,18,18.859526872634888,2767.78125,2028.646109271523
